Date,Close,High,Low,Open,Volume
2012-05-18,37.8972053527832,44.60827259469764,37.66920796885579,41.683951746080545,573576400
2012-05-21,33.7337646484375,36.340871326058476,32.712732099058826,36.212001928669224,168192700
2012-05-22,30.730140686035156,33.29759452686994,30.670663523793337,32.32612601702567,101786600
2012-05-23,31.721437454223633,32.21708491444588,31.087009310177564,31.09692248627141,73600000
2012-05-24,32.74246597290039,32.92089933908701,31.493436191083646,32.66316435542276,50237200
2012-05-25,31.63221549987793,32.663162953257476,30.839180451697278,32.61359897177545,37149800
2012-05-29,28.588943481445312,31.414134167882406,28.40059693148421,31.205961267242266,78063400
2012-05-30,27.944604873657227,29.292764705658225,27.61747761925503,28.450165519686994,57267900
2012-05-31,29.342329025268555,29.411719364820254,26.596441735255944,28.301468259758224,111639200
2012-06-01,27.478694915771484,28.89624697524988,27.15156766287224,28.638510065276986,41855500
2012-06-04,26.665830612182617,27.409301736448366,26.209835896857147,26.963220196335822,35230300
2012-06-05,25.644800186157227,27.51834696339535,25.52584396487854,26.467574886871084,42473400
2012-06-06,26.576616287231445,26.933483063623466,25.297846823068397,25.843058273005084,61489200
2012-06-07,26.08096694946289,27.111914500046897,25.922359924872257,26.764960924725553,26159500
2012-06-08,26.864091873168945,27.518346348725334,26.20983739761256,26.318878549708657,38034000
2012-06-11,26.77487564086914,27.82564771193513,26.606355431200964,26.943395850537318,28219600
2012-06-12,27.161479949951172,27.528259895798563,26.725309663448996,27.240783466520206,15816800
2012-06-13,27.032609939575195,27.855384556765756,26.864089746138824,27.41921431068136,17102800
2012-06-14,28.043731689453125,28.07346932432011,27.141651653342738,27.40930171161467,16855000
2012-06-15,29.748760223388672,29.83797691579072,28.103210838020853,28.2618178710145,43563800
2012-06-18,31.136573791503906,31.800743365062814,29.15398391931266,29.699195377867238,42978900
2012-06-19,31.63221549987793,31.899865537668163,30.432749753161602,31.26543749912364,30849000
2012-06-20,31.32491683959961,31.652044056130535,30.878833412173424,31.64213088099386,15553600
2012-06-21,31.562829971313477,32.21708445828364,31.235702727828397,31.394309761594194,21875300
2012-06-22,32.762298583984375,33.158818091621725,31.780918663891864,32.12787039695684,74834000
2012-06-25,31.780920028686523,32.73256235009501,31.27535744566359,32.573955296526925,24352900
2012-06-26,32.81185531616211,33.148895688623426,32.21707996781363,32.40542461244311,24858700
2012-06-27,31.949426651000977,32.613596044002726,31.62229948665008,32.17742397054216,28568000
2012-06-28,31.087005615234375,31.909778335035266,30.631009022841404,31.681780984211173,17713300
2012-06-29,30.829269409179688,31.71152119763386,30.492229017709477,31.64213086246261,19526900
2012-07-02,30.50214195251465,31.453784068642104,30.284055882843496,30.977963010578375,14122000
2012-07-03,30.92840003967285,31.166310576501733,30.531880587546503,30.640923625955736,8763600
2012-07-05,31.196046829223633,31.35465384674647,30.74996530146996,31.047352986639076,10032100
2012-07-06,31.453786849975586,31.6223070592845,30.987878925766232,31.16631231100449,10945600
2012-07-09,31.889951705932617,32.593773883562015,31.711520231249036,31.820561372875986,17785200
2012-07-10,31.196046829223633,32.19725480905202,30.88874596911624,32.14769082510543,14269500
2012-07-11,30.700403213500977,31.285267371785437,30.28405926846365,31.205963853242377,13030300
2012-07-12,30.541793823242188,31.12665793646426,30.33362281213512,30.432752675362483,11300700
2012-07-13,30.452577590942383,30.79953117205568,30.293970563704004,30.769793536164048,8108300
2012-07-16,28.004077911376953,30.23449119635388,27.964425212086542,30.23449119635388,24672100
2012-07-17,27.84547233581543,28.341119758110832,26.913654652491505,28.232076720167488,30438600
2012-07-18,28.85659408569336,29.035027463668328,27.90495003340849,28.063557060331817,16841800
2012-07-19,28.7475528717041,29.243200335009345,28.38077291693041,29.1539836403548,13685100
2012-07-20,28.509641647338867,29.21346012116233,28.469988943647135,28.747552197254333,11869100
2012-07-23,28.499727249145508,28.74755096435547,27.76616927901341,27.87521231874416,12390700
2012-07-24,28.202341079711914,29.193635994418905,27.855387481415466,28.5691191393363,11539800
2012-07-25,29.084592819213867,29.2332866776086,27.835561005357107,28.14286189813889,17230200
2012-07-26,26.616270065307617,27.984256278753293,26.49731383812991,27.50843515153263,64597400
2012-07-27,23.50360107421875,24.32637765293047,22.086050961308285,22.9881291653172,123102300
2012-07-30,22.948476791381836,23.83073054710495,22.82952246098332,23.791077843142116,29285900
2012-07-31,21.52100944519043,23.166560571389677,21.42188147665892,23.166560571389677,56179400
2012-08-01,20.698232650756836,21.392139701972262,20.658581845663026,21.312836201040035,44604400
2012-08-02,19.86555290222168,20.658588153694623,19.647466790007734,20.58919780553389,56374500
2012-08-03,20.906410217285156,21.96709548947659,19.726768721609577,20.182765372429603,80647000
2012-08-06,21.729185104370117,21.957182486203088,21.114581411227928,21.20379810685736,27778900
2012-08-07,20.539627075195312,22.254568474402802,20.321542905173747,22.00674478043727,36782900
