Date,Close,High,Low,Open,Volume
2004-08-19,2.488940715789795,2.581215643676131,2.380294273451942,2.4805075283482223,893181924
2004-08-20,2.6866371631622314,2.7057377389443884,2.4929099088704603,2.5055607554354715,456686856
2004-08-23,2.713675022125244,2.8148796552037263,2.7049932225903865,2.7471622332717414,365122512
2004-08-24,2.6013076305389404,2.7682464752130467,2.569061585563159,2.75931653581078,304946748
2004-08-25,2.629338264465332,2.6789483847272337,2.576751655149251,2.6035410019291434,183772044
2004-08-26,2.6767148971557617,2.677707217635574,2.5960987246582845,2.6032919256024436,141897960
2004-08-27,2.6330583095550537,2.694327194050192,2.6216486314207352,2.6814284442107295,124235640
2004-08-30,2.530365228652954,2.6166866959289816,2.530365228652954,2.611477900602165,103935960
2004-08-31,2.5392954349517822,2.572533799404508,2.534086638588503,2.5375589331743047,98357544
2004-09-01,2.4867091178894043,2.554178884074125,2.4723217688875696,2.5474812517143843,182765052
2004-09-02,2.51796293258667,2.539295579274233,2.4542140770337095,2.460415194239856,302373324
2004-09-03,2.4807558059692383,2.5236682941217823,2.463639635054266,2.50407214892123,103048848
2004-09-07,2.5196993350982666,2.530117873298317,2.47083363541321,2.5055605993673633,116950932
2004-09-08,2.5375587940216064,2.555666101506073,2.4929095735081352,2.4988627871550624,99712188
2004-09-09,2.537806510925293,2.5477285338670628,2.505312801542786,2.543264155270112,81234684
2004-09-10,2.6127185821533203,2.6432290716723448,2.5127539249630697,2.5201959746547438,173977848
2004-09-13,2.6665451526641846,2.689118020805163,2.6407478929184083,2.644964368659599,156882960
2004-09-14,2.7655177116394043,2.778168557862778,2.6489334001249416,2.665305389302684,216579204
2004-09-15,2.778168201446533,2.8334836248022044,2.7335189818604446,2.7424489203068756,214261524
2004-09-16,2.8270342350006104,2.8724276412513663,2.769486497386777,2.7866017224515853,185326488
2004-09-17,2.9143478870391846,2.9143478870391846,2.8166164903165263,2.8381960931706742,189450360
2004-09-20,2.960733413696289,3.0162965035442597,2.896488051947655,2.9009533756517034,212575212
2004-09-21,2.9230306148529053,2.9870280931553683,2.9148450914838304,2.9718963247769903,144575280
2004-09-22,2.9364240169525146,2.9684233394741373,2.89748034162045,2.9121155917547994,151624224
2004-09-23,2.9969496726989746,3.0418465657253893,2.9026893806366014,2.9478351218549763,170713116
2004-09-24,2.9723918437957764,3.078309696820378,2.970655342205997,2.9999256031484705,182469348
2004-09-27,2.9334473609924316,2.9984369048791764,2.9220374484882194,2.965694348232491,141322536
2004-09-28,3.1467716693878174,3.160165986399802,2.9818174815668614,3.0088556727164284,338581080
2004-09-29,3.2514488697052,3.3491812146353035,3.1311446007668446,3.1428031260681033,610329060
2004-09-30,3.2147374153137207,3.2817116087292093,3.1998544975444565,3.2221794650060196,275160564
2004-10-01,3.288656711578369,3.3298326949705452,3.1973740966364015,3.244503294046532,302497200
2004-10-04,3.350173234939575,3.395070124506872,3.324623877241176,3.3548864618703216,260455284
2004-10-05,3.4322781562805176,3.4362469654993837,3.2802224736539642,3.3402511266546395,299464236
2004-10-06,3.4002785682678223,3.434262292135177,3.3734892262984513,3.4119373284608105,267628104
2004-10-07,3.4441847801208496,3.4697341386245153,3.3871326126230605,3.3963102186010263,282301416
2004-10-08,3.41640305519104,3.4647722400396614,3.3987913158804353,3.4409593837800165,221390388
2004-10-11,3.3551342487335205,3.444432455342151,3.3201593836752306,3.398294398705991,209442348
2004-10-12,3.408216714859009,3.4134266931111656,3.3089964767583075,3.33479373866449,233310456
2004-10-13,3.49503493309021,3.5607679563963064,3.4746953161335217,3.5550635903314904,395324280
2004-10-14,3.5223207473754883,3.5317460192911514,3.43699040469946,3.497763474706827,208842948
2004-10-15,3.5746588706970215,3.609138169866865,3.521079941242483,3.594999669730235,263895840
2004-10-18,3.699925184249878,3.7009172684758105,3.502724693877723,3.5520871466790966,280726992
2004-10-19,3.6696624755859375,3.780293333505684,3.6550272249950555,3.733163426267724,362197440
2004-10-20,3.4848647117614746,3.6957071668520562,3.4627876495216023,3.671894311870324,454453092
2004-10-21,3.705381393432617,3.723985215275879,3.5128941557387954,3.5818527442683044,582996420
2004-10-22,4.277138710021973,4.469130398134185,4.070016201804847,4.230257414442483,1474200324
2004-10-25,4.648470878601074,4.822850340931522,4.280115102212012,4.375614187769379,1309257432
2004-10-26,4.509563446044922,4.778449962691242,4.464914452764056,4.62217801356204,891391716
2004-10-27,4.612999439239502,4.701057660938855,4.5088183138768345,4.532383502984642,533725740
2004-10-28,4.794820308685303,4.821858501654436,4.603822127872125,4.630611236344969,593278128
2004-10-29,4.72883939743042,4.959774756600075,4.727847313257655,4.933480981176024,845653500
2004-11-01,4.862538814544678,4.903219465764455,4.744467088261272,4.801022504585252,488507004
2004-11-02,4.833764553070068,4.942410286368203,4.7958120192467115,4.930751525853362,453398148
2004-11-03,4.754388332366943,5.000702155921628,4.731567562546491,4.915868332158325,554992452
2004-11-04,4.581496238708496,4.722885470646646,4.5480092656025075,4.6742676793325835,575807616
2004-11-05,4.200738906860352,4.5219643058522525,4.180894861293523,4.514026687625521,792530676
2004-11-08,4.280115127563477,4.351801358792456,4.20197916790204,4.239931230333592,447224328
2004-11-09,4.1846160888671875,4.345848430646056,4.099534594069191,4.318563044679679,442125432
2004-11-10,4.1637797355651855,4.279370529094037,4.12582720209182,4.233481322950309,425334240
2004-11-11,4.53982400894165,4.557931552124494,4.156585096051174,4.195281101582811,598820580
2004-11-12,4.514523506164551,4.708003071496,4.400419178995262,4.594643161910018,669174156
